area_sqft,bhk,property_type,lat,lon,price_inr
6408,3,Apartment,23.0145531,72.5635432,61200000.0
1503,3,Apartment,23.0366663,72.5492165,6200000.0
2907,3,Villa,23.0215374,72.5800568,35100000.0
1210,2,Apartment,23.1043633,72.5493536,6000000.0
2000,3,Apartment,23.006527,72.583296,18500000.0
1575,3,Apartment,23.0000258,72.5051405,16000000.0
2070,3,Villa,23.0097167,72.5076274,10000000.0
968,3,Apartment,23.0544372,72.4720756,9900000.0
1761,3,Apartment,23.0544372,72.4720756,10100000.0
1750,3,Apartment,23.0544372,72.4720756,10100000.0
2384,4,Apartment,23.0510656,72.6436615,53000000.0
1778,4,Apartment,23.0535306,72.4934085,35000000.0
3170,4,Apartment,23.0111491,72.5132562,26800000.0
2825,5,Apartment,22.9992107,72.5599564,62000000.0
3962,4,Apartment,23.0215374,72.5800568,53000000.0
2121,4,Apartment,23.0535306,72.4934085,42000000.0
2150,3,Villa,23.038676,72.5596366,12500000.0
2700,4,Villa,23.0967876,72.5966689,35000000.0
1745,3,Apartment,23.295656,72.326769,10000000.0
912,3,Apartment,23.0544372,72.4720756,8800000.0
1710,3,Apartment,23.1010002,72.5408363,8800000.0
1100,2,Apartment,23.2145657,72.6856816,4750000.0
1729,3,Apartment,23.1153559,72.5366513,10000000.0
1971,3,Apartment,23.2145657,72.6856816,11500000.0
1359,2,Apartment,22.9884742,72.3357236,7200000.0
1755,3,Apartment,23.017704,72.4696021,9200000.0
2000,3,Apartment,22.9979199,72.5595221,11000000.0
1215,2,Apartment,23.1010002,72.5408363,5711000.000000001
1305,2,Apartment,23.1010002,72.5408363,5790999.999999999
2610,3,Apartment,23.1100643,72.5811205,13500000.0
1935,3,Apartment,23.1358111,72.5818846,8260000.0
2900,4,Apartment,23.0232163,72.4708784,21000000.0
1248,2,Apartment,23.1360943,72.5425805,7500000.0
3200,4,Villa,23.0232163,72.4708784,27500000.0
1710,3,Apartment,23.0237416,72.5117592,11000000.0
4015,4,Apartment,23.0000258,72.5051405,47500000.0
1845,3,Apartment,23.0000258,72.5051405,16000000.0
1730,3,Apartment,23.1043633,72.5493536,8000000.0
1935,3,Apartment,23.1010002,72.5408363,10500000.0
1305,2,Apartment,23.1010002,72.5408363,6500000.0
1782,3,Apartment,23.1010002,72.5408363,8500000.0
1305,2,Apartment,22.9884742,72.3357236,6250000.0
2118,3,Apartment,23.1010002,72.5408363,13000000.0
3480,4,Apartment,23.0485393,72.511742,29600000.0
1100,2,Apartment,23.1109557,72.5539974,5290000.0
2520,3,Apartment,23.003723,72.5538743,17100000.0
3555,4,Apartment,23.0145531,72.5635432,25700000.0
1710,3,Apartment,23.0145531,72.5635432,13000000.0
2115,3,Apartment,23.016842,72.5909654,14500000.0
1845,4,Apartment,23.021803,72.4747707,30500000.0
1340,3,Apartment,23.0012666,72.5877721,6200000.0
3291,4,Apartment,23.0215374,72.5800568,18100000.0
2740,3,Apartment,23.0107147,72.4429208,15100000.0
5407,5,Apartment,23.0012666,72.5877721,32400000.000000004
1700,3,Apartment,23.0368587,72.5699511,7200000.0
2799,4,Apartment,23.0485393,72.511742,25000000.0
1440,3,Apartment,23.0154354,72.4680379,7300000.0
1845,4,Villa,23.1429051,72.5392248,30000000.0
2142,3,Apartment,23.0181819,72.4681909,13500000.0
3024,4,Apartment,23.0181819,72.4681909,19000000.0
2270,2,Apartment,23.1153559,72.5366513,9990000.0
5881,4,Apartment,23.027383,72.4893505,63500000.0
3291,4,Apartment,23.0012666,72.5877721,20400000.0
1683,3,Apartment,23.081994,72.5519258,7600000.0
1700,3,Apartment,23.2145657,72.6856816,8500000.0
3291,4,Apartment,23.0012666,72.5877721,20000000.0
4384,4,Apartment,23.0535306,72.4934085,41600000.0
1359,2,Apartment,23.2109753,72.6430352,7000000.0
2025,3,Apartment,23.2109753,72.6430352,12000000.0
1485,3,Apartment,23.0232163,72.4708784,7400000.0
1615,3,Apartment,23.0232163,72.4708784,10000000.0
1700,3,Apartment,23.0232163,72.4708784,8500000.0
1520,3,Apartment,23.0366663,72.5492165,7200000.0
1500,3,Apartment,23.0295113,72.4506006,9000000.0
1250,2,Apartment,23.0295113,72.4506006,5800000.0
